Domain Name,Total Traffic,Type,Description
wooppay.com,184155,None,
koronapay.com,183613,None,
nationalbank.kz,174111,None,
fxclub.org,152105,News/Blog,The website provides information and resources related to trading and financial markets.
crezu.net,150449,None,
solva.kz,134981,None,
kase.kz,125710,None,
forklog.com,124665,News/Blog,"Forklog.com is a news and information website focused on blockchain, cryptocurrency, and fintech."
cardpay.com,119295,None,
investim.guru,112435,None,
uniswap.org,111352,None,
jysanbank.kz,108321,None,
vtb-bank.kz,107807,None,
quickmoney.kz,107017,None,
bcs.ru,106482,None,
vbr.ru,105716,News/Blog,vbr.ru is a news and information website providing content related to business and finance in Russia.
onlinebank.kz,104308,None,
halykfinance.kz,102786,None,
advcash.com,102716,None,
webmoney.ru,97651,None,
raiffeisen.ru,87315,None,
nspk.ru,83928,None,
calc.ru,82076,None,
prodengi.kz,79243,None,
myauto.ge,74011,marketplace,
nerdwallet.com,69316,News/Blog,"NerdWallet is a personal finance website that provides information and advice on various financial topics such as credit cards, banking, investing, and more."
roboforex.org,65106,None,
mql5.com,64790,None,
enpf-otbasy.kz,64656,None,
dengimarket.kz,64599,marketplace,
gerchik.co,64092,None,
ffin.life,64092,None,
mironline.ru,63585,None,
inkaragandy.kz,63585,News/Blog,"The website provides news and information about the city of Karagandy, Kazakhstan."
365financialanalyst.com,63585,News/Blog,365financialanalyst.com is a website providing financial analysis and information through articles and blog posts.
visa.com.kz,60834,None,
ffin.kz,50720,None,
kassa24.kz,48023,None,
web.money,47572,None,
bits.media,47391,News/Blog,Bits.media is a news and information website focused on cryptocurrency and blockchain technology.
yookassa.ru,46224,None,
cryptonews.net,46203,News/Blog,Cryptonews.net is a news and content publishing website providing information about cryptocurrency and blockchain technology.
bestchange.com,45116,marketplace,
roboforex.com,44418,None,
gdezaim.kz,43932,None,
latoken.com,43432,None,
ing.de,43350,None,
mobile-testing.ru,42390,None,
coinlore.com,42390,News/Blog,Coinlore.com provides information and data related to cryptocurrencies and blockchain technology.
dozarplati.com,42390,None,
barchart.com,42390,None,
walletone.com,42390,None,
trustwallet.com,41332,None,
super.ru,37839,None,
mepsfpx.com.my,34688,None,
binomo.com,33727,None,
westernunion.com,33456,ecommerce,Western Union is an online platform for money transfers and financial services.
xm.com,33301,None,
gbes.com,20247,None,
text.ru,263183,None,
bidease.com,203224,None,
amocrm.ru,126119,None,
kayzen.io,109434,None,
youscan.io,106673,None,
unisender.com,105577,None,
bothelp.io,83863,None,
netology.ru,55272,None,
partnerkin.com,48624,None,
tattoo-mall.ru,47600,None,
livedune.com,47419,None,
mango-office.ru,45155,None,
okocrm.com,44484,None,
activebot.ru,43932,None,
popsters.ru,43088,None,
hot-zaim.kz,42390,None,
timeweb.com,41367,None,
konstantinbulgakov.com,40968,None,
instaplus.pro,34166,None,
smmplanner.com,33598,None,
insales.ru,32178,marketplace,
kwork.ru,30387,marketplace,
instaplus.me,28611,None,
in-scale.ru,23949,None,
retailmenot.com,23487,None,
trafficcardinal.com,23414,None,
calltouch.ru,23223,None,
jimdo.com,23098,None,
couponfollow.com,22564,None,
mastera.academy,22237,None,
cpamonstro.com,21893,None,
semantica.in,21893,None,
toplead.com.ua,21702,None,
shcherbakovs.com,21195,None,
marketch.ru,21195,marketplace,
mytona.com,21195,None,
gdeslon.ru,21195,None,
iseo.ru,21195,None,
7youtube.ru,21195,None,
pr-cy.ru,20506,None,
topvisor.com,18476,None,
airmeet.com,17340,None,
erank.com,16752,None,
vpk.name,26076,None,
cbk.com,4497306,None,
myfatoorah.com,3643469,None,
kfhonline.com,2527889,None,
bankboubyan.com,1488874,None,
tap.company,811755,None,
nbk.com,753239,None,
screener.in,663325,None,
warbabank.com,509554,None,
ahliunited.com.kw,500443,None,
nbe.com.eg,406673,None,
almullaexchange.com,403881,None,
exchangerates247.com,385420,None,
kfh.com,347335,None,
goodreturns.in,304652,News/Blog,"Goodreturns.in is a financial news and information website providing articles, analysis, and insights on various investment options, personal finance, and market trends."
burgan.com,269380,None,
hawamer.com,211981,None,
worldforexrates.com,193221,None,
policybazaar.com,184079,marketplace,
mastercard.com,181402,None,
currencyprices.net,159758,None,
moneycontrol.com,155602,News/Blog,"Moneycontrol.com provides news articles, financial information, and analysis related to the stock market, investment, and business."
paylease.com,154168,None,
xtb.com,135781,None,
bflaf.com,134897,None,
boursakuwait.com.kw,99420,None,
phonepe.com,96798,None,
hamropatro.com,96359,None,
muzaini.com,80088,None,
uidai.gov.in,78321,None,
zerodha.com,66241,None,
bitmart.com,62810,marketplace,
bankofamerica.com,58918,None,
sadapay.pk,57813,None,
mashreq.com,57813,None,
ncminvest.com,55900,None,
mubasher.info,53158,News/Blog,"Mubasher.info is a financial news and information website providing market insights, analysis, and news articles related to the Middle East and North Africa region."
exness.com,50053,None,
stspayone.com,47192,None,
bajajfinserv.in,43012,None,
pagibigfundservices.com,40739,None,
arcot.com,40528,None,
icicibank.com,40035,None,
capex.com,39053,None,
cbe.org.eg,38763,None,
tradersup.com,38542,None,
clover.com,38542,None,
tamara.co,38542,None,
currencyconverterx.com,38542,None,
cbk.gov.kw,31490,None,
nseindia.com,26675,None,
hdfcbank.com,26613,None,
onlinesbi.sbi,25297,None,
ccavenue.com,23294,None,
cdslindia.com,22573,None,
indianbank.net.in,21246,None,
noonpayments.com,20445,None,
indianbank.in,20376,None,
etmoney.com,20225,None,
ledger.com,19934,None,
arabictrader.com,19782,None,
coinex.com,19782,None,
forexfactory.com,19753,News/Blog,"Forexfactory.com provides news, analysis, and discussion forums related to forex trading."
ascendex.com,19474,None,
upstox.com,19274,None,
cnbcarabia.com,19272,News/Blog,
indexsignal.com,19272,News/Blog,
alansariexchange.com,19272,None,
bpi.com.ph,19271,None,
tal.net,19271,None,
egov-nsdl.com,19271,None,
exchangerate.guru,19271,None,
econverter.net,19271,None,
exchangerates.org.uk,19271,None,
moneycat.ph,19271,None,
fxnewstoday.ae,19271,News/Blog,"The website provides news and analysis related to the financial markets, including forex, commodities, and stocks."
1000.menu,1217735,None,
eda.ru,585124,News/Blog,"eda.ru is a website that provides news, articles, and information about food and cooking."
edimdoma.ru,517436,None,
gastronom.ru,407992,News/Blog,"Gastronom.ru is a website that provides information and content related to gastronomy, including recipes, food trends, and culinary news."
povarenok.ru,398790,None,
npk-kanzler.ru,340162,None,
baron.kz,232390,None,
calorizator.ru,155797,None,
volna.kz,134943,None,
arbuz.kz,129460,marketplace,
wolfsbrewery.ru,84780,None,
rskrf.ru,79243,News/Blog,"The website provides news articles and information related to culture, art, and literature."
inshaker.com,75988,None,
redmond.company,63585,None,
vkusvill.ru,56598,marketplace,
nutella.com,49699,None,
tea.ru,33991,None,
say7.info,27814,News/Blog,say7.info is a website that provides news articles and blog content.
greenwich-shop.kz,26037,None,
genshin.ru,23633,None,
lenta.com,22716,News/Blog,Lenta.com is a news and content publishing website providing information on various topics.
bofrost.de,21966,ecommerce,This is the website of a food delivery service that offers a variety of frozen food products.
bonduelle.ru,21893,None,
tveda.ru,21702,None,
chefmarket.ru,21702,marketplace,
east-fruit.com,21195,News/Blog,"East-Fruit.com provides news, analysis, and market intelligence for the fresh produce industry in Eastern Europe."
thebull.ru,21195,None,
carlsbergkazakhstan.kz,21195,None,
steakhome.ru,21195,None,
aurivallis.ru,21195,None,
restoran-service.ru,21195,None,
craftdepot.ru,21195,marketplace,
victoria-group.ru,21195,None,
animals.kharkov.ua,21195,None,
primebeef.ru,21195,None,
ihg.com,610757,None,
booking.com,539175,marketplace,"Booking.com is an ecommerce platform that offers a wide range of accommodations including hotels, apartments, and vacation rentals from various brands and property owners."
gateway2jordan.gov.jo,197859,None,
akasiayachting.com,149492,None,
faroshotel.com.cy,149492,None,
jett.com.jo,118111,None,
accor.com,114918,None,
mn.co,112119,None,
travelobiz.com,112119,News/Blog,Travelobiz.com is a news and content publishing website focused on travel industry updates and information.
time.is,87612,None,
visaindex.com,77270,None,
skyscanner.com.sa,76174,None,
premierinn.com,75020,None,
goturkiye.com,74747,None,
tripadvisor.com,73068,None,
agoda.com,53369,None,
orientalart.ru,42329,None,
bahn.de,40564,None,
visitdubai.com,39781,News/Blog,providing information about Dubai as a travel destination
hyattrestaurants.com,37730,None,
couchsurfing.com,37647,None,
rotewand.com,37373,None,
haj.gov.sa,37373,None,
dresortgocek.com,37373,None,
tui.at,37373,None,
airbnb.co.uk,37373,marketplace,
fourseasons.com,37373,None,
glaciertour.no,37373,None,
marriott.com,29836,None,
airbnb.com,27003,marketplace,Airbnb.com is an ecommerce platform that allows individuals to rent out their properties or book accommodations from others.
trivago.com,26174,None,
kinopoisk.ru,13049490,None,
ticketon.kz,3572418,None,
kino.kz,2009173,None,
sefon.pro,1969350,None,
kino-teatr.ru,1697320,News/Blog,"Kino-teatr.ru is a website that provides information about movies, theaters, and related entertainment content."
film.ru,1530437,News/Blog,"Film.ru is a website that provides news, articles, and information about films and the film industry."
kinopark.kz,1491403,None,
kinoafisha.info,1251876,None,
movies7.to,1169177,None,
ctc.ru,1080154,None,
shikimori.one,962100,None,
doramatv.live,634215,None,
kinobase.org,566209,None,
okko.tv,480846,None,
afisha.ru,449776,News/Blog,"afisha.ru is a website that provides information on events, entertainment, and cultural activities in Russia."
mover.uz,330580,None,
the-cinema.online,277619,None,
kinoteatr.kz,254109,None,
24smi.org,248156,None,
myshows.me,240443,None,
baskino.me,217485,None,
gidonline.eu,202199,None,
igromania.ru,196373,News/Blog,"igromania.ru is a website that provides news, articles, and content related to video games and gaming industry."
zakazbiletov.kz,193889,None,
mycast.io,170067,None,
kinogo.zone,160599,None,
aminoapps.com,152967,None,
kinoteatr.ru,132887,None,
megogo.net,127908,None,
tvigle.ru,109799,None,
zodiaccinema.kz,107180,News/Blog,"Zodiaccinema.kz appears to be a website providing news, articles, or blog content related to cinema and entertainment."
change.org,89428,None,
pubg.ru,89083,None,
musmore.com,84780,None,
gidonline.io,82820,None,
timesofindia.com,82721,News/Blog,"timesofindia.com is a news and content publishing website providing information on various topics including news, sports, entertainment, and more."
ntvplus.ru,81192,None,
kino.pub,75979,None,
gamemag.ru,71836,News/Blog,"GameMag.ru is a website that provides news, articles, and content related to gaming."
kinogo.bz,71345,None,
letras.com,66176,None,
vulture.com,64981,News/Blog,
kidzania.com,63585,None,
peterburg-kino.spb.ru,63585,None,
howlongtobeat.com,62186,None,
sherlock-online.ru,60888,None,
moviekids.tv,59920,None,
rutab.net,59339,None,
narutoplanet.ru,58497,None,
lyricsworld.ru,58215,None,
filmpro.ru,56382,None,
animemotivation.com,51935,News/Blog,"The website provides news, articles, and content related to anime and motivation."
ufcfightpass.com,48614,None,
pokerstars.com,46196,None,
onlinevkino.com,45729,None,
newsweek.com,45516,News/Blog,"Newsweek.com is a news and information website featuring articles, analysis, and opinion pieces on current events and topics of interest."
movies2watch.tv,45182,None,
crocus-hall.ru,43404,None,
twinfinite.net,43088,News/Blog,"Twinfinite.net is a website that provides news, reviews, and other content related to video games and the gaming industry."
looper.com,43088,News/Blog,"Looper.com is a news and entertainment website that provides articles, lists, and videos about movies, TV shows, and pop culture."
hobbygames.ru,42390,None,
lostmediawiki.com,42390,News/Blog,providing information about lost media and entertainment
geekcity.ru,34566,News/Blog,"Geekcity.ru is a news and content publishing website focused on geek culture, technology, and entertainment."
wbgames.com,34262,None,
imaginedragonsmusic.com,34262,None,
kg-portal.ru,33592,None,
adventuretime.ru,33420,None,
jiosaavn.com,33220,None,
10kor.ru,32178,None,
elcinema.com,856194,None,
0gomovies.ws,803192,None,
fboxtv.com,443233,None,
fbox.to,347145,None,
gmanga.org,296729,None,
getcomics.info,273910,None,
rpdrlatino.com,269794,News/Blog,rpdrlatino.com is a news and content publishing website focused on the Reggaeton music genre.
bookmyshow.com,250525,ecommerce,"BookMyShow is an ecommerce platform that sells tickets for movies, events, and other entertainment activities."
osn.com,234112,None,
zoechip.com,154389,None,
voxcinemas.com,151080,None,
sfcinemacity.com,115626,None,
m4uhd.tv,104821,None,
filmyquotes.com,77084,None,
watchseriesstream.com,77084,None,
crimsontear.com,72670,None,
justdial.com,69558,None,
hotstar.com,60719,None,
fushaar.com,60021,None,
tellygossips.net,47188,News/Blog,"tellygossips.net is a news and blog website providing information about television shows, celebrities, and entertainment industry news."
zee5.com,43590,None,
bein.com,43251,None,
gagaoolala.com,42912,marketplace,
starzplay.com,42438,None,
theflixer.tv,41342,None,
samurai-gamers.com,39426,News/Blog,providing information about video games and related content
blu-ray.com,39245,News/Blog,"Blu-ray.com provides news, reviews, and information about Blu-ray discs, movies, and home entertainment."
gaana.com,38987,None,
gqindia.com,38543,News/Blog,"GQ India provides news, articles, and content related to fashion, lifestyle, culture, and more."
newmovies24h.com,38542,None,
lyricsmint.com,38542,None,
noodlecake.com,38542,None,
